ID,IPO Date,Symbol,Company Name,IPO Price,Current,Return
317,"Sep 10, 2021",FLAG,First Light Acquisition Group,$10.00,$9.81,-1.90%
318,"Sep 10, 2021",FHLT,Future Health ESG,$10.00,$9.79,-2.10%
319,"Sep 10, 2021",BNIX,Bannix Acquisition,$10.00,$9.81,-1.90%
320,"Sep 10, 2021",SLVR,SilverSPAC,$10.00,$9.66,-3.40%
321,"Sep 8, 2021",BNNR,Banner Acquisition,$10.00,$9.77,-2.30%
322,"Sep 3, 2021",OXUS,Oxus Acquisition,$10.00,$9.88,-1.20%
323,"Sep 3, 2021",DWAC,Digital World Acquisition,$10.00,$50.63,406.30%
324,"Sep 2, 2021",INAQ,Insight Acquisition,$10.00,$9.78,-2.16%
325,"Sep 2, 2021",GIPR,Generation Income Properties,$10.00,$6.00,-40.00%
326,"Sep 2, 2021",DTRT,DTRT Health Acquisition,$10.00,$9.91,-0.90%
327,"Sep 1, 2021",CNDA,Concord Acquisition II,$10.00,$9.80,-2.00%
328,"Aug 31, 2021",CHWA,CHW Acquisition,$10.00,$9.74,-2.59%
329,"Aug 31, 2021",DDI,DoubleDown Interactive Co.,$18.00,$14.50,-19.44%
330,"Aug 31, 2021",REVE,Alpine Acquisition,$10.00,$10.00,0.00%
331,"Aug 27, 2021",SQL,SeqLL,$4.75,$1.98,-58.32%
332,"Aug 26, 2021",ICCM,IceCure Medical,$0.00,$2.85,0.00%
333,"Aug 26, 2021",SWSS,Springwater Special Situations,$10.00,$9.78,-2.20%
334,"Aug 26, 2021",CCAI,Cascadia Acquisition,$10.00,$9.70,-3.00%
335,"Aug 26, 2021",RNXT,RenovoRx,$9.00,$5.06,-43.78%
336,"Aug 26, 2021",MEOA,Minority Equality Opportunities Acquisition,$10.00,$9.94,-0.60%
337,"Aug 20, 2021",WAVC,Waverley Capital Acquisition 1,$10.00,$9.71,-2.90%
338,"Aug 13, 2021",DRMA,Dermata Therapeutics,$7.00,$2.18,-68.86%
339,"Aug 13, 2021",CENQ,CENAQ Energy,$10.00,$9.91,-0.90%
340,"Aug 13, 2021",KCGI,Kensington Capital Acquisition V,$10.00,$9.82,-1.80%
341,"Aug 13, 2021",AACI,Armada Acquisition I,$10.00,$9.82,-1.85%
342,"Aug 13, 2021",DATS,DatChat,$4.15,$3.18,-23.37%
343,"Aug 13, 2021",APMI,AxonPrime Infrastructure Acquisition,$10.00,$9.74,-2.60%
344,"Aug 13, 2021",JAQC,Jupiter Acquisition,$10.00,$9.63,-3.70%
345,"Aug 12, 2021",SSBK,Southern States Bancshares,$19.00,$20.00,5.26%
346,"Aug 12, 2021",OXAC,Oxbridge Acquisition,$10.00,$9.91,-0.90%
347,"Aug 12, 2021",PPHP,PHP Ventures Acquisition,$10.00,$9.86,-1.40%
348,"Aug 12, 2021",AFTR,AfterNext HealthTech Acquisition,$10.00,$9.67,-3.35%
349,"Aug 11, 2021",WQGA,World Quantum Growth Acquisition,$10.00,$9.81,-1.90%
350,"Aug 11, 2021",VCXA,10x Capital Venture Acquisition II,$10.00,$9.82,-1.80%
351,"Aug 11, 2021",PONO,Pono Capital,$10.00,$9.95,-0.50%
352,"Aug 11, 2021",CNTQ,Chardan NexTech Acquisition 2,$10.00,$9.98,-0.20%
353,"Aug 11, 2021",TPBA,TPB Acquisition I,$10.00,$9.70,-3.00%
354,"Aug 11, 2021",DCRD,Decarbonization Plus Acquisition IV,$10.00,$9.84,-1.56%
355,"Aug 10, 2021",AHPA,Avista Public Acquisition II,$10.00,$9.98,-0.20%
356,"Aug 10, 2021",CPAA,Conyers Park III Acquisition,$10.00,$9.72,-2.80%
357,"Aug 10, 2021",ELYM,Eliem Therapeutics,$12.50,$10.24,-18.08%
358,"Aug 10, 2021",ASPA,Abri SPAC I,$10.00,$9.80,-2.00%
359,"Aug 6, 2021",ROCG,Roth CH Acquisition IV Co.,$10.00,$10.02,0.20%
360,"Aug 6, 2021",RVAC,Riverview Acquisition,$10.00,$9.73,-2.70%
361,"Aug 6, 2021",ADGI,Adagio Therapeutics,$17.00,$10.29,-39.47%
362,"Aug 6, 2021",NOVV,Nova Vision Acquisition,$10.00,$9.91,-0.90%
363,"Aug 5, 2021",WEBR,Weber,$14.00,$11.68,-16.57%
364,"Aug 5, 2021",GLEE,Gladstone Acquisition,$10.00,$9.96,-0.40%
365,"Aug 5, 2021",EWCZ,European Wax Center,$17.00,$27.17,59.82%
366,"Aug 4, 2021",BWC,Blue Whale Acquisition I,$10.00,$9.69,-3.10%
367,"Aug 4, 2021",AMCI,AMCI Acquisition II,$10.00,$9.68,-3.20%
368,"Aug 3, 2021",VSCO,Victoria's Secret & Co.,$0.00,$47.57,0.00%
369,"Aug 3, 2021",HWEL,Healthwell Acquisition I,$10.00,$9.65,-3.50%
370,"Aug 3, 2021",ABVC,ABVC BioPharma,$0.00,$3.92,0.00%
371,"Jul 30, 2021",RANI,Rani Therapeutics Holdings,$11.00,$17.07,55.18%
372,"Jul 30, 2021",RXST,RxSight,$16.00,$9.96,-37.75%
373,"Jul 30, 2021",DOLE,Dole plc,$16.00,$13.11,-18.06%
374,"Jul 30, 2021",OMGA,Omega Therapeutics,$17.00,$13.27,-21.94%
375,"Jul 30, 2021",XPAX,XPAC Acquisition,$10.00,$9.65,-3.50%
376,"Jul 30, 2021",MXCT,MaxCyte,$13.00,$9.86,-24.15%
377,"Jul 30, 2021",TNYA,Tenaya Therapeutics,$15.00,$19.26,28.40%
378,"Jul 30, 2021",IMRX,Immuneering,$15.00,$22.49,49.93%
379,"Jul 30, 2021",INAB,IN8bio,$10.00,$6.54,-34.60%
380,"Jul 29, 2021",RLYB,Rallybio,$13.00,$10.76,-17.23%
381,"Jul 29, 2021",HOOD,Robinhood Markets,$38.00,$18.93,-50.18%
382,"Jul 29, 2021",SWAG,"Software Acquisition Group, Inc. III",$10.00,$9.87,-1.30%
383,"Jul 29, 2021",NUVL,Nuvalent,$17.00,$20.67,21.59%
384,"Jul 29, 2021",MTAL,Metals Acquisition,$10.00,$9.68,-3.20%
385,"Jul 29, 2021",ICVX,Icosavax,$15.00,$22.84,52.27%
386,"Jul 29, 2021",COOK,Traeger,$18.00,$12.35,-31.39%
387,"Jul 29, 2021",RSKD,Riskified,$21.00,$7.86,-62.57%
388,"Jul 29, 2021",IMAQ,International Media Acquisition,$10.00,$9.81,-1.90%
389,"Jul 28, 2021",PWSC,PowerSchool Holdings,$18.00,$17.16,-4.67%
390,"Jul 28, 2021",MEAC,Mercury Ecommerce Acquisition,$10.00,$9.80,-2.00%
391,"Jul 28, 2021",DALS,DA32 Life Science Tech Acquisition,$10.00,$9.72,-2.80%
392,"Jul 28, 2021",DUOL,Duolingo,$102.00,$106.20,4.12%
393,"Jul 28, 2021",TBLD,Thornburg Income Builder Opportunities Trust,$0.00,$18.43,0.00%
394,"Jul 28, 2021",MLNK,MeridianLink,$26.00,$21.54,-17.15%
395,"Jul 28, 2021",APTM,Alpha Partners Technology Merger,$10.00,$9.73,-2.70%
396,"Jul 28, 2021",SNPO,Snap One Holdings,$18.00,$19.74,9.67%
397,"Jul 27, 2021",CADL,Candel Therapeutics,$8.00,$7.00,-12.50%
398,"Jul 27, 2021",WRAC,Williams Rowland Acquisition,$10.00,$9.89,-1.10%
399,"Jul 27, 2021",ALPA,Alpha Healthcare Acquisition III,$10.00,$9.75,-2.50%
400,"Jul 23, 2021",CTKB,Cytek Biosciences,$17.00,$16.66,-2.00%
401,"Jul 23, 2021",GAMB,Gambling.com Group,$8.00,$10.22,27.75%
402,"Jul 23, 2021",USCB,U.S. Century Bank,$0.00,$13.88,0.00%
403,"Jul 23, 2021",XPOF,Xponential Fitness,$12.00,$19.20,60.00%
404,"Jul 23, 2021",OB,Outbrain,$20.00,$13.88,-30.60%
405,"Jul 23, 2021",CNM,Core & Main,$20.00,$27.04,35.20%
406,"Jul 23, 2021",SOPH,SOPHiA GENETICS,$18.00,$12.61,-29.94%
407,"Jul 23, 2021",BLNG,Belong Acquisition,$10.00,$9.73,-2.70%
408,"Jul 23, 2021",CRBU,Caribou Biosciences,$16.00,$15.81,-1.19%
409,"Jul 22, 2021",ZVIA,Zevia PBC,$14.00,$7.27,-48.07%
410,"Jul 22, 2021",BASE,Couchbase,$24.00,$23.19,-3.37%
411,"Jul 22, 2021",ABSI,Absci,$16.00,$9.06,-43.38%
412,"Jul 22, 2021",ZENV,Zenvia,$13.00,$7.19,-44.69%
413,"Jul 22, 2021",INST,Instructure Holdings,$20.00,$23.26,16.30%
414,"Jul 22, 2021",RYAN,Ryan Specialty Group Holdings,$23.50,$38.56,64.09%
415,"Jul 21, 2021",PYCR,Paycor HCM,$23.00,$28.94,25.83%
416,"Jul 21, 2021",VTEX,VTEX,$19.00,$11.87,-37.53%
417,"Jul 21, 2021",VEEE,"Twin Vee PowerCats, Co.",$6.00,$3.25,-45.83%
418,"Jul 21, 2021",PFTA,Portage Fintech Acquisition,$10.00,$9.68,-3.20%
419,"Jul 21, 2021",KLTR,Kaltura,$10.00,$3.87,-61.30%
420,"Jul 21, 2021",TCBC,TC Bancshares,$0.00,$13.39,0.00%
421,"Jul 21, 2021",LAW,CS Disco,$32.00,$35.75,11.72%
422,"Jul 20, 2021",HCWB,HCW Biologics,$8.00,$2.47,-69.13%
423,"Jul 20, 2021",CLAY,Chavant Capital Acquisition,$10.00,$9.85,-1.50%
424,"Jul 20, 2021",CLOE,Clover Leaf Capital,$10.00,$9.97,-0.30%
425,"Jul 20, 2021",TRTL,TortoiseEcofin Acquisition III,$10.00,$9.70,-3.00%
426,"Jul 16, 2021",TCRX,TScan Therapeutics,$15.00,$4.86,-67.60%
427,"Jul 16, 2021",BLND,Blend Labs,$18.00,$7.61,-57.72%
428,"Jul 16, 2021",IMGO,Imago BioSciences,$16.00,$23.15,44.69%
429,"Jul 16, 2021",TWCB,Bilander Acquisition,$10.00,$9.74,-2.60%
430,"Jul 16, 2021",APAC,Stonebridge Acquisition,$10.00,$9.88,-1.20%
431,"Jul 16, 2021",ERAS,Erasca,$16.00,$12.98,-18.88%
432,"Jul 16, 2021",STVN,Stevanato Group S.p.A.,$21.00,$23.41,11.48%
433,"Jul 16, 2021",BLFY,Blue Foundry Bancorp,$0.00,$14.72,0.00%
434,"Jul 16, 2021",RGC,Regencell Bioscience Holdings,$9.50,$28.45,199.47%
435,"Jul 16, 2021",BRDG,Bridge Investment Group Holdings,$16.00,$21.43,33.94%
436,"Jul 16, 2021",BSAQ,Black Spade Acquisition Co.,$10.00,$9.70,-3.00%
437,"Jul 15, 2021",SERA,Sera Prognostics,$16.00,$7.97,-50.19%
438,"Jul 15, 2021",CLAQ,CleanTech Acquisition,$10.00,$9.94,-0.60%
439,"Jul 15, 2021",MCG,Membership Collective Group,$14.00,$11.71,-16.36%
440,"Jul 15, 2021",SGHT,Sight Sciences,$24.00,$18.77,-21.79%
441,"Jul 15, 2021",RPID,Rapid Micro Biosystems,$20.00,$10.54,-47.30%
442,"Jul 15, 2021",PBBK,PB Bankshares,$0.00,$13.94,0.00%
443,"Jul 15, 2021",FXLV,F45 Training Holdings,$16.00,$11.03,-31.06%
444,"Jul 15, 2021",UPTD,TradeUP Acquisition,$10.00,$9.88,-1.20%
445,"Jul 15, 2021",TCBS,Texas Community Bancshares,$0.00,$15.50,0.00%
446,"Jul 15, 2021",PECO,Phillips Edison & Company,$28.00,$31.34,11.93%
447,"Jul 14, 2021",IINN,Inspira Technologies Oxy B.H.N.,$5.51,$3.38,-38.66%
448,"Jul 14, 2021",JATT,JATT Acquisition,$10.00,$9.86,-1.40%
449,"Jul 13, 2021",UNCY,Unicycive Therapeutics,$0.00,$2.10,0.00%
450,"Jul 13, 2021",ARYE,Arya Sciences Acquisition V,$10.00,$9.70,-3.00%
451,"Jul 12, 2021",GWII,Good Works II Acquisition,$10.00,$9.79,-2.10%
452,"Jul 9, 2021",RNAZ,TransCode Therapeutics,$4.00,$2.49,-37.75%
453,"Jul 9, 2021",SNTG,Sentage Holdings,$5.00,$1.45,-71.00%
454,"Jul 9, 2021",ACRO,Acropolis Infrastructure Acquisition,$10.00,$9.72,-2.80%
455,"Jul 9, 2021",GLTA,Galata Acquisition,$10.00,$9.89,-1.10%
456,"Jul 8, 2021",MITQ,Moving iMage Technologies,$3.00,$2.24,-25.33%
457,"Jul 8, 2021",RICO,Agrico Acquisition,$10.00,$10.02,0.20%
458,"Jul 8, 2021",AGRI,AgriFORCE Growing Systems,$5.00,$2.11,-57.80%
459,"Jul 8, 2021",ALCC,AltC Acquisition,$10.00,$9.81,-1.90%
460,"Jul 2, 2021",NYXH,Nyxoah,$30.00,$20.00,-33.33%
461,"Jul 1, 2021",WAVE,Eco Wave Power Global AB (publ),$8.00,$5.01,-37.38%
462,"Jul 1, 2021",CURV,Torrid Holdings,$21.00,$10.13,-51.76%
463,"Jul 1, 2021",FICV,Frontier Investment,$10.00,$9.69,-3.10%
464,"Jul 1, 2021",GGGV,G3 VRM Acquisition,$10.00,$9.98,-0.20%
465,"Jul 1, 2021",VRAR,The Glimpse Group,$0.00,$10.96,0.00%
466,"Jul 1, 2021",DRAY,Macondray Capital Acquisition I,$10.00,$9.83,-1.70%
467,"Jul 1, 2021",CORS,Corsair Partnering,$10.00,$9.79,-2.10%
468,"Jul 1, 2021",HEPS,D-MARKET Electronic Services & Trading,$0.00,$1.90,0.00%
469,"Jul 1, 2021",ABOS,Acumen Pharmaceuticals,$16.00,$7.07,-55.81%
470,"Jul 1, 2021",EVCM,EverCommerce,$17.00,$16.08,-5.41%
471,"Jul 1, 2021",DNUT,Krispy Kreme,$17.00,$15.85,-6.76%
472,"Jun 30, 2021",S,SentinelOne,$35.00,$50.30,43.71%
473,"Jun 30, 2021",XMTR,Xometry,$44.00,$46.86,6.50%
474,"Jun 30, 2021",CPOP,Pop Culture Group,$6.00,$1.61,-73.17%
475,"Jun 30, 2021",THCP,Thunder Bridge Capital Partners IV,$10.00,$9.71,-2.90%
476,"Jun 30, 2021",DIDI,DiDi Global,$14.00,$6.04,-56.86%
477,"Jun 30, 2021",LZ,LegalZoom.com,$28.00,$16.11,-42.46%
478,"Jun 30, 2021",YOU,Clear Secure,$31.00,$27.30,-11.94%
479,"Jun 30, 2021",INTA,Intapp,$26.00,$24.57,-5.50%
480,"Jun 30, 2021",SHQA,Shelter Acquisition I,$10.00,$9.76,-2.40%
481,"Jun 30, 2021",MCAF,Mountain Crest Acquisition IV,$10.00,$9.82,-1.80%
482,"Jun 30, 2021",IAS,Integral Ad Science Holding,$18.00,$21.68,20.44%
483,"Jun 30, 2021",DNAA,Social Capital Suvretta Holdings I,$10.00,$9.86,-1.40%
484,"Jun 30, 2021",CVRX,"CVRx, Inc.",$18.00,$11.38,-36.78%
485,"Jun 30, 2021",DNAC,Social Capital Suvretta Holdings III,$10.00,$9.89,-1.09%
486,"Jun 30, 2021",AVTE,Aerovate Therapeutics,$14.00,$9.50,-32.14%
487,"Jun 30, 2021",DNAD,Social Capital Suvretta Holdings IV,$10.00,$9.82,-1.80%
488,"Jun 30, 2021",DNAB,Social Capital Suvretta Holdings II,$10.00,$9.90,-1.00%
489,"Jun 29, 2021",EOCW,Elliott Opportunity II,$10.00,$9.77,-2.30%
490,"Jun 29, 2021",DDL,Dingdong (Cayman),$23.50,$14.07,-40.13%
491,"Jun 29, 2021",GOBI,Gobi Acquisition,$10.00,$9.73,-2.70%
492,"Jun 25, 2021",MF,Missfresh,$13.00,$4.21,-67.62%
493,"Jun 25, 2021",GRPH,Graphite Bio,$17.00,$10.96,-35.53%
494,"Jun 25, 2021",TKNO,Alpha Teknova,$16.00,$18.29,14.31%
495,"Jun 25, 2021",ELEV,Elevation Oncology,$16.00,$4.51,-71.81%
496,"Jun 25, 2021",GHRS,GH Research,$16.00,$24.64,54.00%
497,"Jun 25, 2021",ACXP,Acurx Pharmaceuticals,$6.00,$4.50,-25.00%
498,"Jun 25, 2021",MCW,Mister Car Wash,$15.00,$17.86,19.07%
499,"Jun 25, 2021",GMVD,G Medical Innovations Holdings,$5.00,$1.86,-62.80%
500,"Jun 24, 2021",BHG,Bright Health Group,$18.00,$3.67,-79.61%
501,"Jun 24, 2021",CFLT,Confluent,$36.00,$68.95,91.53%
502,"Jun 24, 2021",GRVI,Grove,$0.00,$4.18,0.00%
503,"Jun 24, 2021",GLUE,Monte Rosa Therapeutics,$19.00,$18.88,-0.63%
504,"Jun 24, 2021",FTVI,FinTech Acquisition VI,$10.00,$9.75,-2.50%
505,"Jun 24, 2021",BON,Bon Natural Life,$5.00,$4.64,-7.12%
506,"Jun 24, 2021",NLIT,Northern Lights Acquisition,$10.00,$10.04,0.35%
507,"Jun 24, 2021",MIRO,Miromatrix Medical,$9.00,$4.70,-47.78%
508,"Jun 24, 2021",DOCS,Doximity,$26.00,$48.76,87.54%
509,"Jun 23, 2021",CXM,Sprinklr,$16.00,$15.05,-5.94%
510,"Jun 23, 2021",FA,First Advantage,$15.00,$17.52,16.80%
511,"Jun 23, 2021",MITA,Coliseum Acquisition,$10.00,$9.72,-2.80%
512,"Jun 22, 2021",GPCO,Golden Path Acquisition,$10.00,$9.95,-0.50%
513,"Jun 22, 2021",YMM,Full Truck Alliance Co.,$19.00,$9.22,-51.47%
514,"Jun 18, 2021",RERE,AiHuiShou International Co.,$14.00,$5.49,-60.79%
515,"Jun 18, 2021",DNAY,Codex DNA,$16.00,$6.67,-58.31%
516,"Jun 18, 2021",JUGG,JAWS Juggernaut Acquisition,$10.00,$9.81,-1.90%
517,"Jun 18, 2021",CYT,Cyteir Therapeutics,$18.00,$10.91,-39.39%
518,"Jun 18, 2021",TRMR,Tremor International,$19.00,$14.58,-23.26%
519,"Jun 18, 2021",FEMY,Femasys,$13.00,$4.17,-67.92%
520,"Jun 18, 2021",ATAI,ATAI Life Sciences,$15.00,$8.34,-44.40%
521,"Jun 18, 2021",AMAM,Ambrx Biopharma,$18.00,$10.00,-44.44%
522,"Jun 18, 2021",IPSC,Century Therapeutics,$20.00,$16.41,-17.95%
523,"Jun 17, 2021",VERV,Verve Therapeutics,$19.00,$40.43,112.79%
524,"Jun 17, 2021",TRON,Corner Growth Acquisition 2,$10.00,$9.86,-1.40%
525,"Jun 17, 2021",AOMR,Angel Oak Mortgage,$19.00,$16.56,-12.84%
526,"Jun 17, 2021",LYEL,Lyell Immunopharma,$17.00,$7.40,-56.47%
527,"Jun 17, 2021",ISPC,iSpecimen,$8.00,$14.29,78.63%
528,"Jun 16, 2021",RONI,Rice Acquisition II,$10.00,$10.05,0.50%
529,"Jun 16, 2021",MOLN,Molecular Partners AG,$21.25,$19.62,-7.67%
530,"Jun 16, 2021",ZT,Zimmer Energy Transition Acquisition,$10.00,$9.69,-3.10%
531,"Jun 16, 2021",WKME,WalkMe,$31.00,$19.58,-36.84%
532,"Jun 16, 2021",CNVY,Convey Holding Parent,$14.00,$7.48,-46.57%
533,"Jun 15, 2021",ALZN,Alzamend Neuro,$5.00,$2.18,-56.40%
534,"Jun 15, 2021",DILA,DILA Capital Acquisition,$10.00,$9.76,-2.45%
535,"Jun 15, 2021",GSQB,G Squared Ascend II,$10.00,$9.80,-2.00%
536,"Jun 11, 2021",LITT,Logistics Innovation Technologies,$10.00,$9.69,-3.10%
537,"Jun 11, 2021",JANX,Janux Therapeutics,$17.00,$18.98,11.65%
538,"Jun 11, 2021",HCNE,JAWS Hurricane Acquisition,$10.00,$9.91,-0.90%
539,"Jun 11, 2021",LAAA,Lakeshore Acquisition I,$10.00,$9.87,-1.30%
540,"Jun 11, 2021",BZ,Kanzhun,$19.00,$34.79,83.11%
541,"Jun 11, 2021",TASK,TaskUs,$23.00,$49.54,115.39%
542,"Jun 10, 2021",LFST,Lifestance Health Group,$18.00,$9.88,-45.11%
543,"Jun 10, 2021",ZETA,Zeta Global Holdings,$10.00,$8.36,-16.40%
544,"Jun 10, 2021",MNDY,monday.com,$155.00,$311.55,101.00%
545,"Jun 10, 2021",BSGA,Blue Safari Group Acquisition,$10.00,$9.97,-0.30%
546,"Jun 10, 2021",DIBS,1stdibs.com,$20.00,$12.54,-37.30%
547,"Jun 9, 2021",MQ,Marqeta,$27.00,$17.52,-35.11%
548,"Jun 9, 2021",SMIH,Summit Healthcare Acquisition,$10.00,$9.72,-2.80%
549,"Jun 9, 2021",GACQ,Global Consumer Acquisition,$10.00,$9.88,-1.20%
550,"Jun 9, 2021",CLBR,Colombier Acquisition,$10.00,$9.66,-3.40%
551,"Jun 9, 2021",ISAA,Iron Spark I,$10.00,$10.04,0.40%
552,"Jun 8, 2021",ZME,Zhangmen Education,$11.50,$1.06,-90.78%
553,"Jun 8, 2021",SPK,SPK Acquisition,$10.00,$9.95,-0.50%
554,"Jun 3, 2021",DLO,DLocal,$21.00,$34.16,62.67%
555,"May 28, 2021",CNTA,Centessa Pharmaceuticals,$20.00,$12.47,-37.65%
556,"May 28, 2021",OTEC,OceanTech Acquisitions I,$10.00,$9.99,-0.10%
557,"May 27, 2021",OMIC,Singular Genomics Systems,$22.00,$10.81,-50.86%
558,"May 27, 2021",DAWN,Day One Biopharmaceuticals,$16.00,$17.29,8.06%
559,"May 27, 2021",FIGS,"FIGS, Inc.",$22.00,$25.25,14.77%
560,"May 26, 2021",FLYW,Flywire,$24.00,$35.16,46.50%
561,"May 26, 2021",PSPC,Post Holdings Partnering,$10.00,$9.69,-3.10%
562,"May 26, 2021",ZIP,ZipRecruiter,$18.00,$24.21,34.50%
563,"May 26, 2021",EGGF,EG Acquisition,$10.00,$9.73,-2.70%
564,"May 26, 2021",PAY,Paymentus Holdings,$21.00,$28.59,36.14%
565,"May 26, 2021",DYNS,Dynamics Special Purpose,$10.00,$9.90,-1.00%
566,"May 25, 2021",FWAC,Fifth Wall Acquisition III,$10.00,$9.90,-1.00%
567,"May 21, 2021",GFOR,Graf Acquisition IV,$10.00,$9.78,-2.20%
568,"May 20, 2021",PCOR,Procore Technologies,$67.00,$79.27,18.31%
569,"May 20, 2021",OTLY,Oatly Group AB,$17.00,$7.88,-53.65%
570,"May 19, 2021",SQSP,Squarespace,$50.00,$30.38,-39.24%
571,"May 19, 2021",SKYA,Skydeck Acquisition,$10.00,$9.79,-2.10%
572,"May 19, 2021",GIW,GigInternational1,$10.00,$9.92,-0.80%
573,"May 19, 2021",RAM,Aries I Acquisition,$10.00,$9.99,-0.10%
574,"May 18, 2021",CPAR,Catalyst Partners Acquisition,$10.00,$9.71,-2.90%
575,"May 18, 2021",POND,Angel Pond Holdings,$10.00,$9.74,-2.62%
576,"May 18, 2021",MCAE,Mountain Crest Acquisition III,$10.00,$9.92,-0.80%
577,"May 18, 2021",JZXN,Jiuzi Holdings,$5.00,$1.53,-69.40%
578,"May 14, 2021",VERA,Vera Therapeutics,$11.00,$20.30,84.55%
579,"May 14, 2021",DBGI,Digital Brands Group,$4.15,$2.47,-40.48%
580,"May 14, 2021",ARTA,Artisan Acquisition,$10.00,$9.90,-1.00%
581,"May 14, 2021",OSI,Osiris Acquisition,$10.00,$9.71,-2.90%
582,"May 14, 2021",EJH,E-Home Household Service Holdings,$0.00,$1.66,0.00%
583,"May 13, 2021",ORIA,Orion Biotech Opportunities,$10.00,$9.68,-3.20%
584,"May 12, 2021",GLBE,Global-E Online,$25.00,$59.87,139.48%
585,"May 12, 2021",SMWB,Similarweb,$22.00,$17.58,-20.09%
586,"May 12, 2021",IPW,iPower,$5.00,$2.27,-54.60%
587,"May 11, 2021",FLGC,Flora Growth,$5.00,$1.92,-61.60%
588,"May 7, 2021",OG,Onion Global,$7.25,$2.38,-67.17%
589,"May 7, 2021",TALS,Talaris Therapeutics,$17.00,$14.72,-13.41%
590,"May 7, 2021",ANEB,Anebulo Pharmaceuticals,$7.00,$6.51,-7.00%
591,"May 7, 2021",BRIV,B. Riley Principal 250 Merger,$10.00,$9.73,-2.70%
592,"May 7, 2021",DKDCA,Data Knights Acquisition,$10.00,$10.09,0.90%
593,"May 7, 2021",WDH,Waterdrop,$12.00,$1.42,-88.17%
594,"May 7, 2021",BWMN,Bowman Consulting Group,$14.00,$20.83,48.79%
595,"May 6, 2021",VALN,Valneva SE,$26.41,$57.34,117.11%
596,"May 5, 2021",HNST,The Honest Company,$16.00,$8.02,-49.88%
597,"May 5, 2021",FSBC,Five Star Bancorp,$20.00,$28.59,42.95%
598,"May 5, 2021",MAQC,Maquia Capital Acquisition,$10.00,$10.06,0.60%
599,"May 4, 2021",VLAT,Valor Latitude Acquisition,$10.00,$9.70,-3.00%
600,"May 4, 2021",ALF,"ALFI, Inc.",$4.15,$2.36,-43.13%
601,"Apr 30, 2021",VACC,Vaccitech,$17.00,$9.70,-42.94%
602,"Apr 30, 2021",IACC,ION Acquisition 3,$10.00,$9.76,-2.40%
603,"Apr 30, 2021",HOWL,Werewolf Therapeutics,$16.00,$11.48,-28.25%
604,"Apr 29, 2021",AVAH,Aveanna Healthcare Holdings,$12.00,$6.84,-43.00%
605,"Apr 29, 2021",EDR,Endeavor Group Holdings,$24.00,$30.93,28.88%
606,"Apr 29, 2021",TUGC,TradeUP Global,$10.00,$9.77,-2.30%
607,"Apr 29, 2021",BSKY,Big Sky Growth Partners,$10.00,$9.71,-2.90%
608,"Apr 29, 2021",PRVA,Privia Health Group,$23.00,$24.78,7.74%
609,"Apr 28, 2021",FTCI,FTC Solar,$13.00,$7.56,-41.85%
610,"Apr 23, 2021",AGTI,Agiliti,$14.00,$20.71,47.93%
611,"Apr 23, 2021",SWIM,Latham Group,$19.00,$22.52,18.53%
612,"Apr 23, 2021",RAIN,Rain Therapeutics,$17.00,$12.75,-25.00%
613,"Apr 23, 2021",IMPL,Impel NeuroPharma,$15.00,$9.56,-36.27%
614,"Apr 23, 2021",TMCI,Treace Medical Concepts,$17.00,$16.01,-5.82%
615,"Apr 22, 2021",ZY,Zymergen,$31.00,$7.41,-76.10%
616,"Apr 22, 2021",NPCE,NeuroPace,$17.00,$9.81,-42.29%
617,"Apr 22, 2021",KNBE,KnowBe4,$16.00,$23.00,43.75%
618,"Apr 21, 2021",SKYT,SkyWater Technology,$14.00,$15.17,8.36%
619,"Apr 21, 2021",PATH,UiPath,$56.00,$43.43,-22.45%
620,"Apr 21, 2021",DV,DoubleVerify Holdings,$27.00,$30.98,14.74%
621,"Apr 20, 2021",TRKA,Troika Media Group,$4.50,$1.27,-71.78%
622,"Apr 20, 2021",IFBD,Infobird,$4.00,$1.14,-71.50%
623,"Apr 16, 2021",RXRX,Recursion Pharmaceuticals,$18.00,$18.91,5.06%
624,"Apr 16, 2021",AKYA,Akoya Biosciences,$20.00,$12.97,-35.15%
625,"Apr 16, 2021",BMEA,Biomea Fusion,$17.00,$7.85,-53.82%
626,"Apr 15, 2021",EBET,Esports Technologies,$6.00,$18.04,200.67%
627,"Apr 15, 2021",AGL,agilon health,$23.00,$25.81,12.22%
628,"Apr 15, 2021",APP,AppLovin,$80.00,$91.15,13.94%
629,"Apr 15, 2021",KRT,Karat Packaging,$16.00,$19.62,22.63%
630,"Apr 15, 2021",TSP,TuSimple Holdings,$40.00,$34.25,-14.38%
631,"Apr 14, 2021",COIN,Coinbase Global,$250.00,$247.69,-0.92%
632,"Apr 14, 2021",YTPG,TPG Pace Beneficial II,$10.00,$9.79,-2.10%
633,"Apr 14, 2021",ALKT,Alkami Technology,$30.00,$19.95,-33.50%
634,"Apr 14, 2021",TCVA,TCV Acquisition,$10.00,$9.88,-1.20%
635,"Apr 9, 2021",TPGS,TPG Pace Solutions,$10.00,$9.97,-0.30%
636,"Apr 9, 2021",ADF,Aldel Financial,$10.00,$10.66,6.60%
637,"Apr 9, 2021",VECT,VectivBio Holding AG,$17.00,$4.51,-73.47%
638,"Apr 9, 2021",RPHM,Reneo Pharmaceuticals,$15.00,$6.87,-54.20%
